BPLIC,alt,category,info_r1,info_r2,pack,price,promotionText
192587,"Curtis Catering Cashew Nuts 1kg,Ambient,Add to List",,,,,£14.59,
192576,"Curtis Catering Chopped Dates 2kg,Ambient,Add to List",,,,"Case of,6",£47.89,
192577,"Curtis Catering Chopped Dates 2kg,Ambient,Add to List",,,,,£7.99,
193014,"Curtis Catering Chopped Mixed Nuts 1kg,Ambient,Add to List",,,,"Case of,6",£50.89,
193015,"Curtis Catering Chopped Mixed Nuts 1kg,Ambient,Add to List",,,,,£8.49,
192570,"Curtis Catering Currants 2kg,Ambient,Add to List",,,,"Case of,6",£65.89,
192572,"Curtis Catering Currants 2kg,Ambient,Add to List",,,,,£10.99,
192573,"Curtis Catering Dried Cranberries 2kg,Ambient,Add to List",,,,"Case of,6",£77.89,
192574,"Curtis Catering Dried Cranberries 2kg,Ambient,Add to List",,,,,£12.99,
192578,"Curtis Catering Flaked Almonds 1kg,Ambient,Add to List",,,,"Case of,6",£79.99,
192579,"Curtis Catering Flaked Almonds 1kg,Ambient,Add to List",,,,,£13.49,
192584,"Curtis Catering Ground Almonds 1kg,Ambient,Add to List",,,,"Case of,6",£74.99,
192585,"Curtis Catering Ground Almonds 1kg,Ambient,Add to List",,,,,£12.49,
192992,"Curtis Catering Hazelnuts 1kg,Ambient,Add to List",,,,"Case of,6",£77.69,
192993,"Curtis Catering Hazelnuts 1kg,Ambient,Add to List",,,,,£12.99,
192508,"Curtis Catering Sultanas 2kg,Ambient,Add to List",,,,"Case of,6",£35.89,
192509,"Curtis Catering Sultanas 2kg,Ambient,Add to List",,,,,£5.99,
192994,"Curtis Catering Walnut Halves 1kg,Ambient,Add to List",,,,"Case of,6",£77.49,
192995,"Curtis Catering Walnut Halves 1kg,Ambient,Add to List",,,,,£12.99,
192998,"Curtis Catering Walnut Pieces 1kg,Ambient,Add to List",,,,"Case of,6",£71.49,
192999,"Curtis Catering Walnut Pieces 1kg,Ambient,Add to List",,,,,£11.99,
193025,"Curtis Catering Whole Pitted Apricots 2kg,Ambient,Add to List",,,,"Case of,6",£71.89,
193026,"Curtis Catering Whole Pitted Apricots 2kg,Ambient,Add to List",,,,,£11.99,
192523,"Curtis Mixed Fruit & Peel 2kg,Ambient,Add to List",,,,"Case of,6",£59.89,
184398,"Alpen Muesli No Added Sugar 1.1kg,Ambient,Add to List",,,,"Case of,6",£32.49,
192524,"Curtis Mixed Fruit & Peel 2kg,Ambient,Add to List",,,,,£9.99,
192525,"Curtis Pitted Dates 2kg,Ambient,Add to List",,,,"Case of,6",£41.89,
192527,"Curtis Pitted Dates 2kg,Ambient,Add to List",,,,,£6.99,
192588,"Curtis Raisins 2kg,Ambient,Add to List",,,,"Case of,6",£41.89,
192589,"Curtis Raisins 2kg,Ambient,Add to List",,,,,£6.99,
184399,"Alpen Muesli No Added Sugar 1.1kg,Ambient,Add to List",,,,,£5.49,
184433,"Awaiting image,Ambient,Add to List",,,,"Case of,6",£32.49,
184434,"Awaiting image,Ambient,Add to List",,,,,£2.78,
105323,"Chef's Larder Oats 2kg,Ambient,Add to List",,,,"Case of,4",£10.99,
105324,"Chef's Larder Oats 2kg,Ambient,Add to List",,,,,£2.79,
185557,"FREEE by Doves Farm Plain White Flour Free From Gluten 1kg,Ambient,Add to List",,,,"Case of,5",£8.39,
185558,"FREEE by Doves Farm Plain White Flour Free From Gluten 1kg,Ambient,Add to List",,,,,£1.69,
188182,"FREEE by Doves Farm Self Raising White Flour Free From Gluten 1kg,Ambient,Add to List",,,,"Case of,5",£8.39,
188183,"FREEE by Doves Farm Self Raising White Flour Free From Gluten 1kg,Ambient,Add to List",,,,,£1.69,
165182,"KTC Superfine Gram Flour 2kg,Ambient,Add to List",,,,"Case of,8",£25.69,
165184,"KTC Superfine Gram Flour 2kg,Ambient,Add to List",,,,,£3.29,
87552,"Kellogg's Coco Pops Cereal 35g,Ambient,Add to List",,,,"Case of,40",£10.99,
87554,"Kellogg's Corn Flakes 24g,Ambient,Add to List",,,,"Case of,40",£10.99,
87556,"Kellogg's Crunchy Nut 35g,Ambient,Add to List",,,,"Case of,40",£10.99,
87558,"Kellogg's Fruit 'n Fibre Cereal 45g,Ambient,Add to List",,,,"Case of,40",£10.99,
233146,"Mornflake Classic Granola Raisin & Almond 1kg,Ambient,Add to List",,,,"Case of,6",£12.99,
239734,"Middleton Foods Pancake & Crepe Mix 3.5kg,Ambient,Add to List",,,,"Case of,4",£27.49,
239735,"Middleton Foods Pancake & Crepe Mix 3.5kg,Ambient,Add to List",,,,,£6.99,
239738,"Middleton Foods Waffle Mix 3.5kg,Ambient,Add to List",,,,"Case of,4",£27.49,
239739,"Middleton Foods Waffle Mix 3.5kg,Ambient,Add to List",,,,,£6.99,
208649,"Nic Luxury Toppings Caramel Mini Fudge Cubes 1kg,Ambient,Add to List",,,,"Case of,6",£51.99,
233147,"Mornflake Classic Granola Raisin & Almond 1kg,Ambient,Add to List",,,,,£2.19,
254440,"Mornflake Creamy Superfast Oats 2kg,Cheaper By The Case,Ambient,Add to List",,,,"Case of,6",£18.99,
254450,"Mornflake Creamy Superfast Oats 2kg,Cheaper By The Case,Ambient,Add to List",,,,,£3.49,
223683,"Mornflake Mighty Oats Classic Muesli Fruit & Nut 750g,Cheaper By The Case,Ambient,Add to List",,,,"Case of,12",£23.99,
223684,"Mornflake Mighty Oats Classic Muesli Fruit & Nut 750g,Cheaper By The Case,Ambient,Add to List",,,,,£2.19,
17934,"Mornflake Whole Jumbo Oats 3kg,Ambient,Add to List",,,,"Case of,4",£16.99,
208653,"Nic Luxury Toppings Caramel Mini Fudge Cubes 1kg,Ambient,Add to List",,,,,£8.99,
241819,"Nic Luxury Toppings Mini Beans Choc Sugar Coated 1.25kg,Ambient,Add to List",,,,"Case of,6",£51.99,
241822,"Nic Luxury Toppings Mini Beans Choc Sugar Coated 1.25kg,Ambient,Add to List",,,,,£8.99,
17937,"Mornflake Whole Jumbo Oats 3kg,Ambient,Add to List",,,,,£4.49,
113025,"Weetabix Catering C 96 x 1 Biscuits,Ambient,Add to List",,,,,£18.99,
257005,"Alpen Muesli Original 1.1kg,Ambient,Add to List",,,,"Case of,6",£32.49,
257007,"Alpen Muesli Original 1.1kg,Ambient,Add to List",,,,,£5.49,
258845,"Alpen The Original Swiss Style Muesli 30 x 45g,Ambient,Add to List",,,,"Case of,30",£10.99,
101298,"Kellogg's Bran Flakes Bag Pak 4 x 500g (2kg),Ambient,Add to List",,,,,£10.99,
286871,"Kellogg's Corn Flakes 3 x 3.34kg (10kg),Ambient,Add to List",,,,,£28.99,
101302,"Kellogg's Corn Flakes Cereal Bag Pack 4 x 500g (2kg),Ambient,Add to List",,,,,£10.99,
101307,"Kellogg's Rice Krispies Bag Pack 4 x 400g (1.6kg),Ambient,Add to List",,,,,£10.99,
,"Nairn's Gluten Free Oat Muesli 450g,Ambient,Add to List",,,,,£13.75,
326271,"Weetabix Catering A 48 x 1 Biscuits,Ambient,Add to List",,,,,£31.99,
113026,"Weetabix Catering B 48 x 2 Biscuits,Ambient,Add to List",,,,,£20.99,
102375,"Blue Dragon Teriyaki Sauce 1L,Ambient,Add to List",,,,"Case of,6",£29.89,
102377,"Blue Dragon Teriyaki Sauce 1L,Ambient,Add to List",,,,,£4.99,
142467,"Chef's Larder Chilli Con Carne Sauce 2.15 Litres,Ambient,Add to List",,,,"Case of,4",£26.35,
142468,"Chef's Larder Chilli Con Carne Sauce 2.15 Litres,Ambient,Add to List",,,,,£6.59,
83886,"Chef's Larder Garlic Purée 1.2kg,Ambient,Add to List",,,,"Case of,4",£26.89,
83887,"Chef's Larder Garlic Purée 1.2kg,Ambient,Add to List",,,,,£6.79,
411546,"Chef's Larder Italian Tomato Purée 800g,Cheaper By The Case,Ambient,Add to List",,,,"Case of,6",£12.49,
411538,"Chef's Larder Italian Tomato Purée 800g,Cheaper By The Case,Ambient,Add to List",,,,,£2.29,
218514,"Chef's Larder Pepper Sauce 1.1 Litres,Ambient,Add to List",,,,"Case of,6",£20.89,
218515,"Chef's Larder Pepper Sauce 1.1 Litres,Ambient,Add to List",,,,,£3.49,
236839,"Chef's Larder Pesto Alla Genovese 950g,Ambient,Add to List",,,,"Case of,6",£52.69,
236852,"Chef's Larder Pesto Alla Genovese 950g,Ambient,Add to List",,,,,£8.79,
144365,"Chef's Larder Premium Smokey Bourbon BBQ Sauce 2.15 Litres,Ambient,Add to List",,,,"Case of,4",£26.35,
144366,"Chef's Larder Premium Smokey Bourbon BBQ Sauce 2.15 Litres,Ambient,Add to List",,,,,£6.59,
112348,"Cirio Passata Sieved Tomatoes 1000g,Ambient,Add to List",,,,"Case of,6",£9.49,
112349,"Cirio Passata Sieved Tomatoes 1000g,Ambient,Add to List",,,,,£1.59,
224271,"Frank's RedHot Original Cayenne Pepper Sauce 148ml,Ambient,Add to List",,,,"Case of,6",£7.29,
130017,"Frank's RedHot Original Cayenne Pepper Sauce 3.78L,Ambient,Add to List",,,,"Case of,4",£41.99,
130018,"Frank's RedHot Original Cayenne Pepper Sauce 3.78L,Ambient,Add to List",,,,,£10.59,
145357,"Awaiting image,Ambient,Add to List",,,,"Case of,6",£28.55,
145358,"Awaiting image,Ambient,Add to List",,,,,£4.79,
60183,"Knorr Garde d'Or Hollandaise Sauce 1L,Ambient,Add to List",,,,"Case of,6",£34.29,
60182,"Knorr Garde d'Or Hollandaise Sauce 1L,Ambient,Add to List",,,,,£5.79,
198317,"Knorr Professional Madras Paste 1.1kg,Ambient,Add to List",,,,"Case of,4",£32.99,
198119,"Knorr Professional Madras Paste 1.1kg,Ambient,Add to List",,,,,£8.29,
237859,"Knorr Professional Tikka Masala Paste 1.1kg,Ambient,Add to List",,,,"Case of,4",£32.99,
237826,"Knorr Professional Tikka Masala Paste 1.1kg,Ambient,Add to List",,,,,£8.29,
204572,"KTC Coconut Milk 400ml,Ambient,Add to List",,,,"Case of,12",£10.99,
71464,"KTC Pure Creamed Coconut 200g,Cheaper By The Case,Ambient,Add to List",,,,"Case of,40",£29.99,
71407,"KTC Pure Creamed Coconut 200g,Cheaper By The Case,Ambient,Add to List",,,,,£0.79,
97161,"Maggi Bechamel Sauce 2kg,Ambient,Add to List",,,,"Case of,2",£26.55,
97151,"Maggi Bechamel Sauce 2kg,Ambient,Add to List",,,,,£13.29,
197355,"Maggi Classic Demi Glace Sauce Tub 1.52kg,Ambient,Add to List",,,,"Case of,2",£31.59,
197356,"Maggi Classic Demi Glace Sauce Tub 1.52kg,Ambient,Add to List",,,,,£15.89,
144995,"Maggi Coconut Milk Powder Bag 1kg,Ambient,Add to List",,,,"Case of,6",£66.99,
144996,"Maggi Coconut Milk Powder Bag 1kg,Ambient,Add to List",,,,,£11.29,
743110,"Maggi Rich & Rustic Tomato Sauce Tin 800g,Ambient,Add to List",,,,"Case of,12",£27.45,
743130,"Maggi Rich & Rustic Tomato Sauce Tin 800g,Ambient,Add to List",,,,,£2.29,
115656,"Knorr Bechamel Sauce Mix 5L,Clearance,Ambient,Add to List",,,,"Case of,3",£24.18,Normal WSP: £32.29 Now £24.18 SAVE £8.11
88015,"Knorr Bechamel Sauce Mix 5L,Clearance,Ambient,Add to List",,,,,£8.08,Normal WSP: £10.79 Now £8.08 SAVE £2.71
77018,"Blue Dragon Hoisin Sauce 1L,Ambient,Add to List",,,,"Case of,6",£29.89,
77019,"Blue Dragon Hoisin Sauce 1L,Ambient,Add to List",,,,,£4.99,
252272,"Casa Serrano Mild Cheddar Cheese Sauce,Ambient,Add to List",,,,"Case of,6",£55.59,
252273,"Casa Serrano Mild Cheddar Cheese Sauce,Ambient,Add to List",,,,,£9.29,
247462,"Chef's Larder Arrabbiata Sauce 2.15L,Ambient,Add to List",,,,"Case of,4",£26.35,
247463,"Chef's Larder Arrabbiata Sauce 2.15L,Ambient,Add to List",,,,,£6.59,
250694,"Chef's Larder Balti Sauce 2.15L,Ambient,Add to List",,,,"Case of,4",£26.35,
250695,"Chef's Larder Balti Sauce 2.15L,Ambient,Add to List",,,,,£6.59,
250008,"Chef's Larder Béchamel Sauce Mix 2kg,Cheaper By The Case,Ambient,Add to List",,,,"Case of,2",£20.59,
250009,"Chef's Larder Béchamel Sauce Mix 2kg,Cheaper By The Case,Ambient,Add to List",,,,,£11.49,
251764,"Chef's Larder Black Bean Sauce 2.15L,Ambient,Add to List",,,,"Case of,4",£26.35,
251765,"Chef's Larder Black Bean Sauce 2.15L,Ambient,Add to List",,,,,£6.59,
247434,"Chef's Larder Bolognese Sauce 2.15L,Ambient,Add to List",,,,"Case of,4",£26.35,
247435,"Chef's Larder Bolognese Sauce 2.15L,Ambient,Add to List",,,,,£6.59,
250022,"Chef's Larder Cheese Sauce Mix 2kg,Cheaper By The Case,Ambient,Add to List",,,,"Case of,2",£20.59,
250023,"Chef's Larder Cheese Sauce Mix 2kg,Cheaper By The Case,Ambient,Add to List",,,,,£11.49,
250024,"Chef's Larder Curry Sauce Mix 2kg,Cheaper By The Case,Ambient,Add to List",,,,"Case of,2",£20.59,
250025,"Chef's Larder Curry Sauce Mix 2kg,Cheaper By The Case,Ambient,Add to List",,,,,£11.49,
250026,"Chef's Larder Demi-Glace Sauce Mix 2kg,Cheaper By The Case,Ambient,Add to List",,,,"Case of,2",£20.59,
250028,"Chef's Larder Demi-Glace Sauce Mix 2kg,Cheaper By The Case,Ambient,Add to List",,,,,£11.49,
251762,"Chef's Larder Hoisin Sauce 1.1L,Ambient,Add to List",,,,"Case of,6",£27.49,
251763,"Chef's Larder Hoisin Sauce 1.1L,Ambient,Add to List",,,,,£4.59,
250705,"Chef's Larder Jalfrezi Sauce 2.15L,Ambient,Add to List",,,,"Case of,4",£26.35,
250706,"Chef's Larder Jalfrezi Sauce 2.15L,Ambient,Add to List",,,,,£6.59,
250708,"Chef's Larder Katsu Curry Sauce 2.15L,Ambient,Add to List",,,,"Case of,4",£26.35,
250709,"Chef's Larder Katsu Curry Sauce 2.15L,Ambient,Add to List",,,,,£6.59,
247439,"Chef's Larder Korma Sauce 2.15L,Ambient,Add to List",,,,"Case of,4",£26.35,
247453,"Chef's Larder Korma Sauce 2.15L,Ambient,Add to List",,,,,£6.59,
250697,"Chef's Larder Madras Sauce 2.15L,Ambient,Add to List",,,,"Case of,4",£26.35,
250698,"Chef's Larder Madras Sauce 2.15L,Ambient,Add to List",,,,,£6.59,
250029,"Chef's Larder Parsley Sauce 2kg,Cheaper By The Case,Ambient,Add to List",,,,"Case of,2",£19.99,
250032,"Chef's Larder Parsley Sauce 2kg,Cheaper By The Case,Ambient,Add to List",,,,,£11.19,
250033,"Chef's Larder Pepper Sauce Mix 2kg,Cheaper By The Case,Ambient,Add to List",,,,"Case of,2",£19.99,
250034,"Chef's Larder Pepper Sauce Mix 2kg,Cheaper By The Case,Ambient,Add to List",,,,,£11.19,
247425,"Chef's Larder Red Thai Curry Sauce 2.15L,Ambient,Add to List",,,,"Case of,4",£26.35,
247426,"Chef's Larder Red Thai Curry Sauce 2.15L,Ambient,Add to List",,,,,£6.59,
247454,"Chef's Larder Rogan Josh Sauce 2.15L,Ambient,Add to List",,,,"Case of,4",£26.35,
247455,"Chef's Larder Rogan Josh Sauce 2.15L,Ambient,Add to List",,,,,£6.59,
247408,"Chef's Larder Sweet & Sour Sauce 2.15L,Ambient,Add to List",,,,"Case of,4",£26.35,
247409,"Chef's Larder Sweet & Sour Sauce 2.15L,Ambient,Add to List",,,,,£6.59,
247422,"Chef's Larder Sweet & Sour Sauce with Vegetables 2.15L,Ambient,Add to List",,,,"Case of,4",£26.35,
247423,"Chef's Larder Sweet & Sour Sauce with Vegetables 2.15L,Ambient,Add to List",,,,,£6.59,
247458,"Chef's Larder Tikka Masala Sauce 2.15L,Ambient,Add to List",,,,"Case of,4",£26.35,
247459,"Chef's Larder Tikka Masala Sauce 2.15L,Ambient,Add to List",,,,,£6.59,
247456,"Chef's Larder Tomato & Basil Sauce 2.15L,Ambient,Add to List",,,,"Case of,4",£26.35,
247457,"Chef's Larder Tomato & Basil Sauce 2.15L,Ambient,Add to List",,,,,£6.59,
247436,"Chef's Larder Tomato & Mascarpone Sauce 2.15L,Ambient,Add to List",,,,"Case of,4",£26.35,
247438,"Chef's Larder Tomato & Mascarpone Sauce 2.15L,Ambient,Add to List",,,,,£6.59,
112399,"DOLMIO® Professional Bolognese 2.28kg,Ambient,Add to List",,,,"Case of,2",£16.25,
112421,"DOLMIO® Professional Bolognese 2.28kg,Ambient,Add to List",,,,,£8.19,
246617,"Flow Sauces Nacho Cheese Sauce 3kg,Ambient,Add to List",,,,"Case of,6",£55.59,
246618,"Flow Sauces Nacho Cheese Sauce 3kg,Ambient,Add to List",,,,,£9.29,
60654,"Knorr Garde d'Or White Wine Sauce 1L,Ambient,Add to List",,,,"Case of,6",£34.29,
60653,"Knorr Garde d'Or White Wine Sauce 1L,Ambient,Add to List",,,,,£5.79,
115657,"Knorr Rich Demi Glace Sauce Mix 7L,Ambient,Add to List",,,,"Case of,3",£37.39,
115658,"Knorr Rich Demi Glace Sauce Mix 7L,Ambient,Add to List",,,,,£12.49,
498162,"Knorr White Roux 1kg,Ambient,Add to List",,,,"Case of,6",£54.79,
380105,"Knorr White Roux 1kg,Ambient,Add to List",,,,,£9.19,
232917,"Chef's Essentials Battered Chicken Nuggets 2kg,Frozen,Add to List",,,,"Case of,5",£37.45,
232919,"Chef's Essentials Battered Chicken Nuggets 2kg,Frozen,Add to List",,,,,£7.49,
129983,"Chef's Larder Crispy Chicken Bites 2kg,Frozen,Add to List",,,,"Case of,5",£69.95,
129984,"Chef's Larder Crispy Chicken Bites 2kg,Frozen,Add to List",,,,,£13.99,
119728,"Chicken Fillet Gold 80%,MultiBuy,Frozen,Add to List",,,,,£31.99,BUY 3 CASES FOR £85
93154,"Perdix Frozen Whole Chicken 1200g,Cheaper By The Case,Frozen,Add to List",,,,"Case of,10",£19.99,
93155,"Perdix Frozen Whole Chicken 1200g,Cheaper By The Case,Frozen,Add to List",,,,,£2.49,
203974,"Steam Cooked Chkn Fillet,MultiBuy,Frozen,Add to List",,,,,£39.99,BUY 3 CASES FOR £100
113897,"Universal Chicken Fillets Honeycomb 15.00kg,MultiBuy,Frozen,Add to List",,,,,£36.99,BUY 3 CASES FOR £100
697530,"A Grade Duckling with Giblets,Cheaper By The Case,Frozen,Add to List",,,,"Case of,6",£38.99,
697550,"A Grade Duckling with Giblets,Cheaper By The Case,Frozen,Add to List",,,,,£8.99,
187235,"Chef's Essentials 3 Joint Chicken Wings 5kg,Frozen,Add to List",,,,"Case of,2",£21.98,
187236,"Chef's Essentials 3 Joint Chicken Wings 5kg,Frozen,Add to List",,,,,£10.99,
187238,"Chef's Essentials Chicken Leg Quarters 5kg,Frozen,Add to List",,,,"Case of,2",£19.98,
187239,"Chef's Essentials Chicken Leg Quarters 5kg,Frozen,Add to List",,,,,£9.99,
184936,"Chef's Larder 2 Joint Chicken Wings 2.5kg,Frozen,Add to List",,,,"Case of,4",£23.96,
184938,"Chef's Larder 2 Joint Chicken Wings 2.5kg,Frozen,Add to List",,,,,£5.99,
129979,"Chef's Larder 24 American Style Chicken Fillets 2.16kg,Frozen,Add to List",,,,"Case of,4",£55.95,
129982,"Chef's Larder 24 American Style Chicken Fillets 2.16kg,Frozen,Add to List",,,,,£13.99,
138804,"Chef's Larder 24 Hot and Spicy Chicken Fillets 2.16kg,Frozen,Add to List",,,,"Case of,4",£59.95,
138805,"Chef's Larder 24 Hot and Spicy Chicken Fillets 2.16kg,Frozen,Add to List",,,,,£14.99,
251653,"Chef's Larder Barbecue Chicken Wings 2.5kg,Frozen,Add to List",,,,"Case of,4",£61.95,
245137,"Chef's Larder Barbecue Chicken Wings 2.5kg,Frozen,Add to List",,,,,£15.49,
184951,"Chef's Larder Chicken Drumsticks 2.5kg,Frozen,Add to List",,,,"Case of,4",£23.96,
184953,"Chef's Larder Chicken Drumsticks 2.5kg,Frozen,Add to List",,,,,£5.99,
226532,"Chef's Larder Chicken Skewers 1.2kg,Frozen,Add to List",,,,"Case of,6",£98.89,
226533,"Chef's Larder Chicken Skewers 1.2kg,Frozen,Add to List",,,,,£16.49,
122682,"Chef's Larder Cooked Chicken Breast Fillets 2.5kg,Frozen,Add to List",,,,"Case of,4",£63.95,
122683,"Chef's Larder Cooked Chicken Breast Fillets 2.5kg,Frozen,Add to List",,,,,£15.99,
122684,"Chef's Larder Cooked Chicken Breast Strips 2.5kg,Frozen,Add to List",,,,"Case of,4",£63.95,
122685,"Chef's Larder Cooked Chicken Breast Strips 2.5kg,Frozen,Add to List",,,,,£15.99,
122778,"Chef's Larder Cooked Large Diced Chicken Breast 2.5kg,Frozen,Add to List",,,,"Case of,4",£63.95,
122779,"Chef's Larder Cooked Large Diced Chicken Breast 2.5kg,Frozen,Add to List",,,,,£15.99,
194547,"Chef's Larder Cooked Sliced Chicken Breast 2.5kg,Frozen,Add to List",,,,"Case of,4",£63.95,
194549,"Chef's Larder Cooked Sliced Chicken Breast 2.5kg,Frozen,Add to List",,,,,£15.99,
122688,"Chef's Larder Cooked Small Diced Chicken Breast 2.5kg,Frozen,Add to List",,,,"Case of,4",£63.95,
122692,"Chef's Larder Cooked Small Diced Chicken Breast 2.5kg,Frozen,Add to List",,,,,£15.99,
142582,"Chef's Larder Diced Chicken Breast 2kg,Frozen,Add to List",,,,"Case of,6",£59.94,
142583,"Chef's Larder Diced Chicken Breast 2kg,Frozen,Add to List",,,,,£9.99,
226534,"Chef's Larder Hot 'n' Kickin' Chicken Wings 2kg,Frozen,Add to List",,,,"Case of,5",£44.95,
226535,"Chef's Larder Hot 'n' Kickin' Chicken Wings 2kg,Frozen,Add to List",,,,,£8.99,
226536,"Chef's Larder Mixed Buffet Chicken Skewers 1.2kg,Frozen,Add to List",,,,"Case of,6",£98.89,
226537,"Chef's Larder Mixed Buffet Chicken Skewers 1.2kg,Frozen,Add to List",,,,,£16.49,
184954,"Chef's Larder Oyster Cut Chicken Thighs 2.5kg,Frozen,Add to List",,,,"Case of,4",£27.96,
184955,"Chef's Larder Oyster Cut Chicken Thighs 2.5kg,Frozen,Add to List",,,,,£6.99,
245129,"Chef's Larder Roast Chicken Drumsticks 1.5g,Frozen,Add to List",,,,"Case of,6",£31.69,
245132,"Chef's Larder Roast Chicken Drumsticks 1.5g,Frozen,Add to List",,,,,£5.29,
122686,"Chef's Larder Roasted Chicken Breast Fillets 2.5kg,Frozen,Add to List",,,,"Case of,4",£63.95,
122687,"Chef's Larder Roasted Chicken Breast Fillets 2.5kg,Frozen,Add to List",,,,,£15.99,
129987,"Chef's Larder Small Crispy Chicken Fillets 2kg,Frozen,Add to List",,,,"Case of,5",£69.95,
129988,"Chef's Larder Small Crispy Chicken Fillets 2kg,Frozen,Add to List",,,,,£13.99,
129985,"Chef's Larder Small Southern Fried Chicken Fillets 2kg,Frozen,Add to List",,,,"Case of,5",£69.95,
129986,"Chef's Larder Small Southern Fried Chicken Fillets 2kg,Frozen,Add to List",,,,,£13.99,
251651,"Chef's Larder Wings of Fire 2.5g,Frozen,Add to List",,,,"Case of,4",£61.95,
245135,"Chef's Larder Wings of Fire 2.5g,Frozen,Add to List",,,,,£15.49,
448464,"Cherry Valley Gold Standard Duckling Whole Duck with Giblets 2800g,Cheaper By The Case,Frozen,Add to List",,,,"Case of,6",£46.99,
448449,"Cherry Valley Gold Standard Duckling Whole Duck with Giblets 2800g,Cheaper By The Case,Frozen,Add to List",,,,,£8.49,
134392,"Chicken Brst Bronze 60%,MultiBuy,Frozen,Add to List",,,,,£27.99,BUY 3 CASES FOR £65
134369,"Awaiting image,MultiBuy,Frozen,Add to List",,,,,£29.99,BUY 3 CASES FOR £75
52933,"Gressingham 2 Duck Breasts 400g,Frozen,Add to List",,,,"Case of,25",£156.25,
52932,"Gressingham 2 Duck Breasts 400g,Frozen,Add to List",,,,,£6.25,
52927,"Gressingham Duck Legs 1kg,Frozen,Add to List",,,,"Case of,10",£59.90,
52926,"Gressingham Duck Legs 1kg,Frozen,Add to List",,,,,£5.99,
111954,"Gressingham Whole Poussin 2 x 450g (900g),Frozen,Add to List",,,,,£4.29,
230689,"Awaiting image,Frozen,Add to List",,,,,£34.99,
225878,"Awaiting image,Frozen,Add to List",,,,,£39.99,
103516,"Awaiting image,Cheaper By The Case,Frozen,Add to List",,,,"Case of,16",£66.99,
103517,"Awaiting image,Cheaper By The Case,Frozen,Add to List",,,,,£4.99,
78349,"Universal 15 Chicken Kebabs with Peppers and Onions 1.5kg,Frozen,Add to List",,,,"Case of,4",£50.75,
78350,"Universal 15 Chicken Kebabs with Peppers and Onions 1.5kg,Frozen,Add to List",,,,,£12.69,
154959,"Big Al's Food Service Fully Cooked Mesquite Chicken Wings 2.5kg,Frozen,Add to List",,,,"Case of,6",£71.95,
155753,"Big Al's Food Service Fully Cooked Mesquite Chicken Wings 2.5kg,Frozen,Add to List",,,,,£11.99,
244528,"Birds Eye 12 Chicken Dippers 220g,Frozen,Add to List",,,,"Case of,8",£15.89,
244529,"Birds Eye 12 Chicken Dippers 220g,Frozen,Add to List",,,,,£1.99,
236742,"Birds Eye 12 Chicken Dippers 220g,Frozen,Add to List",,,,"Case of,8",£7.78,
236743,"Birds Eye 12 Chicken Dippers 220g,Frozen,Add to List",,,,,£0.98,
244532,"Birds Eye 2 Crispy Chicken in Tempura Batter 170g,Frozen,Add to List",,,,"Case of,12",£23.85,
244534,"Birds Eye 2 Crispy Chicken in Tempura Batter 170g,Frozen,Add to List",,,,,£1.99,
244526,"Birds Eye 4 Chicken Burgers 200g,Frozen,Add to List",,,,"Case of,12",£23.85,
244527,"Birds Eye 4 Chicken Burgers 200g,Frozen,Add to List",,,,,£1.99,
73419,"Awaiting image,Cheaper By The Case,Frozen,Add to List",,,,"Case of,10",£59.99,
73442,"Awaiting image,Cheaper By The Case,Frozen,Add to List",,,,,£6.99,
251409,"Chef's Essentials 3 Joint Chicken Wings 5kg,Frozen,Add to List",,,,"Case of,2",£19.98,
251412,"Chef's Essentials 3 Joint Chicken Wings 5kg,Frozen,Add to List",,,,,£9.99,
220212,"Chef's Larder 16 Southern Fried Chicken Breast Fillets 2kg,Frozen,Add to List",,,,"Case of,5",£69.95,
220213,"Chef's Larder 16 Southern Fried Chicken Breast Fillets 2kg,Frozen,Add to List",,,,,£13.99,
194545,"Chef's Larder Spicy Chicken Bites 2kg,Frozen,Add to List",,,,"Case of,5",£69.95,
194546,"Chef's Larder Spicy Chicken Bites 2kg,Frozen,Add to List",,,,,£13.99,
323691,"Cherry Valley Duckling Breast with Skin 225g,Frozen,Add to List",,,,"Case of,10",£29.90,
323576,"Cherry Valley Duckling Breast with Skin 225g,Frozen,Add to List",,,,,£2.99,
832345,"Cherry Valley Gold Standard Duckling Whole Duck with Giblets 3000g,Frozen,Add to List",,,,"Case of,4",£34.99,
832253,"Cherry Valley Gold Standard Duckling Whole Duck with Giblets 3000g,Frozen,Add to List",,,,,£8.99,
18188,"Belvedere Meaty Pork Spare Ribs,Frozen,Add to List",,,,,£47.99,
18379,"Belvedere Pork Boneless Collars,Frozen,Add to List",,,,,£46.49,
120874,"Belvedere Pork Loin Ribs,Frozen,Add to List",,,,,£47.99,
126819,"Belvedere Pork Spare Ribs Semi Meaty,Frozen,Add to List",,,,,£36.99,
142576,"Chef's Larder Diced Pork 2.5kg,Frozen,Add to List",,,,"Case of,6",£59.94,
142577,"Chef's Larder Diced Pork 2.5kg,Frozen,Add to List",,,,,£9.99,
142589,"Chef's Larder Minced Pork 2.5kg,Frozen,Add to List",,,,"Case of,6",£59.94,
142602,"Chef's Larder Minced Pork 2.5kg,Frozen,Add to List",,,,,£9.99,
142606,"Chef's Larder Pork Loin Steaks 1.9kg,Frozen,Add to List",,,,"Case of,6",£59.94,
