additional_information,additives,alcohol_units,alcohol_volume,allergy_advice,alternative_products,beverage_type,brand,cat_code,cat_name,closure_type,code,current_vintage,description,freezing_guidelines,grape_variety,img_big_guid,img_small_guid,ingredients,manufacturer,name,nutrition_notes,nutrition_table,on_offer,origin_country,pack_type,packaging,packed_country,por,prepare_and_use,producer,recycling,rrp,rt_qty,shelf_id,size,storage_information,storage_type,sub_cat_code,sub_cat_name,tasting_notes,unit_description,vat,wine_colour,wine_maker,ws_qty,wsp_exl_vat,wsp_inc_vat
,,,,,,,,,,,706598,,,,,,/bbimages/1/fb484d38-3846-4c62-a0ff-992aa1900eac.jpg,,,Napolina Tomato Puree 142g,,,,,,,,32.9%,,,,£1.29,142g,,,,Ambient,CS13_200820,,,,0%,,,"Case of,12",£10.39,
,,,,,,,,,,,172459,,,,,,/bbimages/1/03f8e741-9053-4704-8b04-4f42161aa57c.jpg,,,Patak's Korma Curry Sauce 450g,,,,,,,,34.6%,,,,£2.29,450g,,,,Ambient,CS13_200820,,,,0%,,,"Case of,6",£8.99,
,,,,,,,,,,,706069,,,,,,/bbimages/1/5473abd7-e95c-46b8-a434-04b6405add78.jpg,,,Patak's Madras Spice Paste 283g,,,,,,,,29.8%,,,,£2.75,283g,,,,Ambient,CS13_200820,,,,0%,,,"Case of,6",£11.59,
,,,,,,,,,,,706051,,,,,,/bbimages/1/5473abd7-e95c-46b8-a434-04b6405add78.jpg,,,Patak's Madras Spice Paste 283g,,,,,,,,20.4%,,,,£2.75,283g,,,,Ambient,CS13_200820,,,,0%,,,,£2.19,
,,,,,,,,,,,172482,,,,,,/bbimages/1/3ea6549b-b961-4dfd-a51e-50e8eaf02764.jpg,,,Patak's Tikka Masala Curry Sauce 450g,,,,,,,,34.6%,,,,£2.29,450g,,,,Ambient,CS13_200820,,,,0%,,,"Case of,6",£8.99,
,,,,,,,,,,,901080,,,,,,/bbimages/1/e3f9a805-5f41-45de-92a5-2b80a0f21bf4.jpg,,,Sharwood's Balti Cooking Sauce 420g,,,,,,,,25.6%,,,,£1.79,420g,,,,Ambient,CS13_200820,,,,0%,,,"Case of,6",£7.99,
,,,,,,,,,,,901070,,,,,,/bbimages/1/e3f9a805-5f41-45de-92a5-2b80a0f21bf4.jpg,,,Sharwood's Balti Cooking Sauce 420g,,,,,,,,24.6%,,,,£1.79,420g,,,,Ambient,CS13_200820,,,,0%,,,,£1.35,
,,,,,,,,,,,191495,,,,,,/bbimages/1/e3f9a805-5f41-45de-92a5-2b80a0f21bf4.jpg,,,Sharwood's Balti Cooking Sauce 420g,,,,,,,,25.6%,,,,£1.79,420g,,,,Ambient,CS13_200820,,,,0%,,,"Case of,6",£7.99,
,,,,,,,,,,,139233,,,,,,/bbimages/1/178fb405-dac6-4406-9771-0d83a09b2abb.jpg,,,Sharwood's Cooking Sauce Korma 420g,,,,,,,,25.6%,,,,£1.79,420g,,,,Ambient,CS13_200820,,,,0%,,,"Case of,6",£7.99,
,,,,,,,,,,,179016,,,,,,/bbimages/1/c695ea3b-8cd3-4028-97b3-22eb1f2d6bbf.jpg,,,Sharwood's Tikka Masala Mild Curry Sauce 420g,,,,,,,,25.6%,,,,£1.79,420g,,,,Ambient,CS13_200820,,,,0%,,,"Case of,6",£7.99,
,,,,,,,,,,,139232,,,,,,/bbimages/1/c695ea3b-8cd3-4028-97b3-22eb1f2d6bbf.jpg,,,Sharwood's Tikka Masala Mild Curry Sauce 420g,,,,,,,,25.6%,,,,£1.79,420g,,,,Ambient,CS13_200820,,,,0%,,,"Case of,6",£7.99,
,,,,,,,,,,,179148,,,,,,/bbimages/1/effec1da-99fd-4542-85cf-1390797d0c6e.jpg,,,Uncle Bens Medium Curry Sauce 440g,,,,,,,,26.9%,,,,£1.89,440g,,,,Ambient,CS13_200820,,,,0%,,,"Case of,6",£8.29,
,,,,,,,,,,,179152,,,,,,/bbimages/1/3af0d2fd-7681-4fcf-9bce-99588c6b826d.jpg,,,Uncle Bens PMP £1.89 Medium Chilli Con Carne Sauce 450g,,,,,,,,26.9%,,,,£1.89,450g,,,,Ambient,CS13_200820,,,,0%,,,"Case of,6",£8.29,
,,,,,,,,,,,189013,,,,,,/bbimages/1/3af0d2fd-7681-4fcf-9bce-99588c6b826d.jpg,,,Uncle Bens PMP £1.89 Medium Chilli Con Carne Sauce 450g,,,,,,,,26.9%,,,,£1.89,450g,,,,Ambient,CS13_200820,,,,0%,,,"Case of,6",£8.29,
,,,,,,,,,,,179153,,,,,,/bbimages/1/58945a97-370d-4c8b-b1a0-cb7cd5bad771.jpg,,,Uncle Bens PMP £1.89 Sweet and Sour Sauce 450g,,,,,,,,26.9%,,,,£1.89,450g,,,,Ambient,CS13_200820,,,,0%,,,"Case of,6",£8.29,
,,,,,,,,,,,179154,,,,,,/bbimages/1/2d496ea8-67d0-482c-bbb6-92a366d08975.jpg,,,Uncle Bens PMP £1.89 Tikka Masala Sauce 450g,,,,,,,,26.9%,,,,£1.89,450g,,,,Ambient,CS13_200820,,,,0%,,,"Case of,6",£8.29,
,,,,,,,,,,,189014,,,,,,/bbimages/1/2d496ea8-67d0-482c-bbb6-92a366d08975.jpg,,,Uncle Bens PMP £1.89 Tikka Masala Sauce 450g,,,,,,,,26.9%,,,,£1.89,450g,,,,Ambient,CS13_200820,,,,0%,,,"Case of,6",£8.29,
,,,,,,,,,,,121503,,,,,,/bbimages/1/6548df3d-6813-4aea-9e38-7c80a46afff0.jpg,,,Bolero Cocoa Wafer Sticks 400g,,,,,,,,,,,,,400g,,,,Ambient,CS13_200785,,,,0%,,,,£2.79,
,,,,,,,,,,,117227,,,,,,/bbimages/1/237026a4-6a24-48fe-bcb1-60c5ecefde71.jpg,,,Cacao Barry Amber Cocoa Powder Extra Brute 1kg,,,,,,,,,,,,,1kg,,,,Ambient,CS13_200785,,,,0%,,,"Case of,6",£63.69,
,,,,,,,,,,,117248,,,,,,/bbimages/1/237026a4-6a24-48fe-bcb1-60c5ecefde71.jpg,,,Cacao Barry Amber Cocoa Powder Extra Brute 1kg,,,,,,,,,,,,,1kg,,,,Ambient,CS13_200785,,,,0%,,,,£10.69,
,,,,,,,,,,,121217,,,,,,/bbimages/1/1036b5be-379b-4d44-8d0d-27cdcb32be1c.jpg,,,Cypressa Bulgar Wheat Medium Grain 500g,,,,,,,,,,,,,500g,,,,Ambient,CS13_200785,,,,0%,,,"Case of,12",£12.85,
,,,,,,,,,,,121218,,,,,,/bbimages/1/1036b5be-379b-4d44-8d0d-27cdcb32be1c.jpg,,,Cypressa Bulgar Wheat Medium Grain 500g,,,,,,,,,,,,,500g,,,,Ambient,CS13_200785,,,,0%,,,,£0.99,
,,,,,,,,,,,239782,,,,,,/bbimages/1/dbfed5a6-e28f-4073-b493-25aad677b0a4.jpg,,,Gomo Chargrilled Artichokes in Oil 1.5kg,,,,,,,,,,,,,1.5kg,,,,Ambient,CS13_200785,,,,0%,,,"Case of,6",£68.89,
,,,,,,,,,,,239783,,,,,,/bbimages/1/dbfed5a6-e28f-4073-b493-25aad677b0a4.jpg,,,Gomo Chargrilled Artichokes in Oil 1.5kg,,,,,,,,,,,,,1.5kg,,,,Ambient,CS13_200785,,,,0%,,,,£11.49,
,,,,,,,,,,,239778,,,,,,/bbimages/1/c38de277-c371-4250-af7b-ca99b2aa6ddf.jpg,,,Gomo Chargrilled Aubergines in Oil 1.5kg,,,,,,,,,,,,,1.5kg,,,,Ambient,CS13_200785,,,,0%,,,"Case of,6",£44.89,
,,,,,,,,,,,239779,,,,,,/bbimages/1/c38de277-c371-4250-af7b-ca99b2aa6ddf.jpg,,,Gomo Chargrilled Aubergines in Oil 1.5kg,,,,,,,,,,,,,1.5kg,,,,Ambient,CS13_200785,,,,0%,,,,£7.49,
,,,,,,,,,,,239784,,,,,,/bbimages/1/b6a2f882-a0e2-44bd-86ed-1ee537f07d15.jpg,,,Gomo Chargrilled Peppers in Oil 1.5kg,,,,,,,,,,,,,1.5kg,,,,Ambient,CS13_200785,,,,0%,,,"Case of,6",£44.89,
,,,,,,,,,,,239785,,,,,,/bbimages/1/b6a2f882-a0e2-44bd-86ed-1ee537f07d15.jpg,,,Gomo Chargrilled Peppers in Oil 1.5kg,,,,,,,,,,,,,1.5kg,,,,Ambient,CS13_200785,,,,0%,,,,£7.49,
,,,,,,,,,,,117225,,,,,,/graphics/ni/ni90.jpg,,,Gourmet Pidy 96 Mini-Carres,,,,,,,,,,,,,96s,,,,Ambient,CS13_200785,,,,0%,,,,£14.05,
,,,,,,,,,,,123196,,,,,,/bbimages/1/5a601b96-4f45-4553-8f68-e39e2d0b0023.jpg,,,Kikkoman Teriyaki Marinade 250ml,,,,,,,,,,,,,250ml,,,,Ambient,CS13_200785,,,,0%,,,"Case of,6",£14.89,
,,,,,,,,,,,123197,,,,,,/bbimages/1/5a601b96-4f45-4553-8f68-e39e2d0b0023.jpg,,,Kikkoman Teriyaki Marinade 250ml,,,,,,,,,,,,,250ml,,,,Ambient,CS13_200785,,,,0%,,,,£2.49,
,,,,,,,,,,,85262,,,,,,/bbimages/1/5d0af22f-acfe-4883-a079-e53931d420f6.jpg,,,Maldon Sea Salt Flakes 250g,,,,,,,,,,,,,250g,,,,Ambient,CS13_200785,,,,0%,,,"Case of,12",£30.69,
,,,,,,,,,,,85263,,,,,,/bbimages/1/5d0af22f-acfe-4883-a079-e53931d420f6.jpg,,,Maldon Sea Salt Flakes 250g,,,,,,,,,,,,,250g,,,,Ambient,CS13_200785,,,,0%,,,,£2.59,
,,,,,,,,,,,117003,,,,,,/bbimages/1/1b45b731-4a26-4d64-b121-54c23173aac8.jpg,,,Olives Arnaud Mélange Provençal Pitted 4970g,,,,,,,,,,,,,4.97kg,,,,Ambient,CS13_200785,,,,0%,,,"Case of,2",£32.38,
,,,,,,,,,,,117004,,,,,,/bbimages/1/1b45b731-4a26-4d64-b121-54c23173aac8.jpg,,,Olives Arnaud Mélange Provençal Pitted 4970g,,,,,,,,,,,,,4.97kg,,,,Ambient,CS13_200785,,,,0%,,,,£16.19,
,,,,,,,,,,,118186,,,,,,/bbimages/1/fec1cee0-31f8-4a4e-bcc3-8c862cd216b2.jpg,,,Riscossa Passata 690g,,,,,,,,,,,,,680g,,,,Ambient,CS13_200785,,,,0%,,,"Case of,12",£15.45,
,,,,,,,,,,,118187,,,,,,/bbimages/1/fec1cee0-31f8-4a4e-bcc3-8c862cd216b2.jpg,,,Riscossa Passata 690g,,,,,,,,,,,,,680g,,,,Ambient,CS13_200785,,,,0%,,,,£1.29,
,,,,,,,,,,,121708,,,,,,/bbimages/1/39e084ac-72dd-40db-9e25-2b6d5fb23e5c.jpg,,,Rowse Clear Honey 3.17kg,,,,,,,,,,,,,3.17kg,,,,Ambient,CS13_200785,,,,0%,,,,£15.99,
,,,,,,,,,,,118178,,,,,,/bbimages/1/bba6ec9b-4b27-4ee7-946b-468f541e166f.jpg,,,Suree Sweet Chilli Sauce,,,,,,,,,,,,,820g,,,,Ambient,CS13_200785,,,,0%,,,"Case of,12",£23.85,
,,,,,,,,,,,118179,,,,,,/bbimages/1/bba6ec9b-4b27-4ee7-946b-468f541e166f.jpg,,,Suree Sweet Chilli Sauce,,,,,,,,,,,,,820g,,,,Ambient,CS13_200785,,,,0%,,,,£1.99,
,,,,,,,,,,,119802,,,,,,/bbimages/1/378fe9a2-8799-4c07-a159-a792816fdd89.jpg,,,Yutaka Panko Japanese Style Breadcrumbs 10kg,,,,,,,,,,,,,10kg,,,,Ambient,CS13_200785,,,,0%,,,,£27.39,
,,,,,,,,,,,261584,,,,,,/graphics/ni/ni90.jpg,,,Arnaud Pttd Blk Olives Tin,,,,,,,,,,,,,4kg,,,,Ambient,CS13_200785,,,,0%,,,"Case of,3",£19.45,
,,,,,,,,,,,261585,,,,,,/graphics/ni/ni90.jpg,,,Arnaud Pttd Blk Olives Tin,,,,,,,,,,,,,4kg,,,,Ambient,CS13_200785,,,,0%,,,,£6.49,
,,,,,,,,,,,261587,,,,,,/graphics/ni/ni90.jpg,,,Arnaud Pttd Grn Olives Tin,,,,,,,,,,,,,4kg,,,,Ambient,CS13_200785,,,,0%,,,"Case of,3",£19.45,
,,,,,,,,,,,261588,,,,,,/graphics/ni/ni90.jpg,,,Arnaud Pttd Grn Olives Tin,,,,,,,,,,,,,4kg,,,,Ambient,CS13_200785,,,,0%,,,,£6.49,
,,,,,,,,,,,117443,,,,,,/bbimages/1/0307d5da-9cb7-4d0a-b3c1-4b1334bb4058.jpg,,,Curtis Catering Cut Mixed Peel 1kg,,,,,,,,,,,,,1kg,,,,Ambient,CS13_200785,,,,0%,,,"Case of,6",£17.89,
,,,,,,,,,,,117444,,,,,,/bbimages/1/0307d5da-9cb7-4d0a-b3c1-4b1334bb4058.jpg,,,Curtis Catering Cut Mixed Peel 1kg,,,,,,,,,,,,,1kg,,,,Ambient,CS13_200785,,,,0%,,,,£2.99,
,,,,,,,,,,,195069,,,,,,/bbimages/1/58817ec3-bd2c-4f94-a40f-19ed911f2dc5.jpg,,,Edgar's Choice Party Mix 2500g,,,,,,,,,,,,,2500g,,,,Ambient,CS13_200785,,,,20%,,,"Case of,2",£54.95,
,,,,,,,,,,,195070,,,,,,/bbimages/1/58817ec3-bd2c-4f94-a40f-19ed911f2dc5.jpg,,,Edgar's Choice Party Mix 2500g,,,,,,,,,,,,,2500g,,,,Ambient,CS13_200785,,,,20%,,,,£27.49,
,,,,,,,,,,,249459,,,,,,/graphics/ni/ni90.jpg,,,Gomo Gnocchi di Patate 500g,,,,,,,,,,,,,500g,,,,Ambient,CS13_200785,,,,0%,,,"Case of,12",£13.99,
,,,,,,,,,,,249483,,,,,,/graphics/ni/ni90.jpg,,,Gomo Gnocchi di Patate 500g,,,,,,,,,,,,,500g,,,,Ambient,CS13_200785,,,,0%,,,,£1.19,
,,,,,,,,,,,117243,,,,,,/bbimages/2/151fe7b9-198c-489f-85a1-3036901732ef.jpg,,,Gourmet Pidy 72 Quiches Feuill 1.310kg,,,,,,,,,,,,,72s,,,,Ambient,CS13_200785,,,,0%,,,,£40.99,
,,,,,,,,,,,118279,,,,,,/bbimages/1/cd54f8af-4e7f-40e5-bcd6-e8bf0a7f1bd4.jpg,,,Greci Prontofresco Pizza Sauce 4250ml,,,,,,,,,,,,,4100g,,,,Ambient,CS13_200785,,,,0%,,,"Case of,3",£21.19,
,,,,,,,,,,,118282,,,,,,/bbimages/1/cd54f8af-4e7f-40e5-bcd6-e8bf0a7f1bd4.jpg,,,Greci Prontofresco Pizza Sauce 4250ml,,,,,,,,,,,,,4100g,,,,Ambient,CS13_200785,,,,0%,,,,£7.19,
,,,,,,,,,,,120985,,,,,,/bbimages/1/771eedef-e659-40dc-9530-e0c13ceb7379.jpg,,,Leimer Breadcrumbs 5kg,,,,,,,,,,,,,5kg,,,,Ambient,CS13_200785,,,,0%,,,,£7.99,
,,,,,,,,,,,117222,,,,,,/bbimages/1/35384dc7-7ef0-4eb8-b9c2-9c2a9010d40e.jpg,,,Pastificio Riscossa Farina 00 Di Grano Tenero 1000g,,,,,,,,,,,,,1kg,,,,Ambient,CS13_200785,,,,0%,,,"Case of,10",£19.89,
,,,,,,,,,,,132517,,,,,,/bbimages/1/35384dc7-7ef0-4eb8-b9c2-9c2a9010d40e.jpg,,,Pastificio Riscossa Farina 00 Di Grano Tenero 1000g,,,,,,,,,,,,,1kg,,,,Ambient,CS13_200785,,,,0%,,,,£1.99,
,,,,,,,,,,,118120,,,,,,/bbimages/1/92361b7b-56ce-4ef8-98b2-c880d33a7f83.jpg,,,San Giuliano Alghero Extra Virgin Olive Oil 3L,,,,,,,,,,,,,3ltr,,,,Ambient,CS13_200785,,,,0%,,,"Case of,4",£119.55,
,,,,,,,,,,,118573,,,,,,/bbimages/1/92361b7b-56ce-4ef8-98b2-c880d33a7f83.jpg,,,San Giuliano Alghero Extra Virgin Olive Oil 3L,,,,,,,,,,,,,3ltr,,,,Ambient,CS13_200785,,,,0%,,,,£29.89,
,,,,,,,,,,,257862,,,,,,/bbimages/1/7cb96818-3051-4150-9095-548bc9805c60.jpg,,,Alpen Muesli No Added Sugar 6 x 550g Case PMP £2.69,,,,,,,,27.0%,,,,£2.69,550g,,,,Ambient,CS13_200800,,,,0%,,,"Case of,6",£11.79,
,,,,,,,,,,,257809,,,,,,/bbimages/1/43ccd8ad-4bfc-40e8-a6bb-912eb0835a06.jpg,,,Alpen Muesli Original 550g PMP £2.69,,,,,,,,27.0%,,,,£2.69,550g,,,,Ambient,CS13_200800,,,,0%,,,"Case of,6",£11.79,
,,,,,,,,,,,244827,,,,,,/bbimages/2/869eb434-6783-4323-b75e-974371a52964.jpg,,,Cheerios Honey Cereal 375g,,,,,,,,23.2%,,,,£2.69,375g,,,,Ambient,CS13_200800,,,,0%,,,"Case of,6",£12.39,
,,,,,,,,,,,244824,,,,,,/bbimages/1/c38b074e-66bf-46fb-a326-e1788f85f307.jpg,,,Cheerios Multigrain 375g,,,,,,,,23.5%,,,,£2.69,375g,,,,Ambient,CS13_200800,,,,0%,,,"Case of,5",£10.29,
,,,,,,,,,,,257284,,,,,,/bbimages/1/f7baed8e-e453-4755-9bd7-0ada2548f2c0.jpg,,,Cookie Crisp Chocolatey Chip Cookie Cereal 375g,,,,,,,,28.8%,,,,£2.69,375g,,,,Ambient,CS13_200800,,,,0%,,,"Case of,6",£11.49,
,,,,,,,,,,,257254,,,,,,/bbimages/1/59fe3a2d-5cec-493c-80bc-c5246cb4847b.jpg,,,Curiously Cinnamon 375g,,,,,,,,27.6%,,,,£2.89,375g,,,,Ambient,CS13_200800,,,,0%,,,"Case of,6",£12.55,
,,,,,,,,,,,237666,,,,,,/bbimages/1/ebc8b4d0-bacb-4bc1-b266-1cc0cfedb09e.jpg,,,Kellogg's Bran Flakes 750g,,,,,,,,20.2%,,,,£2.99,750g,,,,Ambient,CS13_200800,,,,0%,,,"Case of,4",£9.55,
,,,,,,,,,,,243997,,,,,,/bbimages/1/8dc04f03-8530-493d-8edb-df1285799727.jpg,,,Kellogg's Coco Pops Cereal 480g,,,,,,,,25.0%,,,,£2.99,480g,,,,Ambient,CS13_200800,,,,0%,,,"Case of,6",£13.45,
,,,,,,,,,,,234574,,,,,,/bbimages/1/cb8a559e-ea9e-4a4c-9b0d-0111080b0ef0.jpg,,,Kellogg's Corn Flakes 550g,,,,,,,,25.0%,,,,£2.99,550g,,,,Ambient,CS13_200800,,,,0%,,,"Case of,6",£13.45,
,,,,,,,,,,,251668,,,,,,/bbimages/1/619a76ba-55a7-4ce3-8676-42e0b26d598f.jpg,,,Kellogg's Corn Flakes Cereal 550g,,,,,,,,52.7%,,,,£2.99,550g,,,,Ambient,CS13_200800,,,,0%,,,"Case of,12",£16.99,
,,,,,,,,,,,234576,,,,,,/bbimages/1/88353616-b434-473f-926e-89ed74b11582.jpg,,,Kellogg's Crunchy Nut Corn Flakes Cereal 720g,,,,,,,,25.2%,,,,£2.99,500g,,,,Ambient,CS13_200800,,,,0%,,,"Case of,8",£17.89,
,,,,,,,,,,,234578,,,,,,/bbimages/1/a0b10e36-47f7-49d8-a210-c22b56203c65.jpg,,,Kellogg's Frosties Cereal 500g,,,,,,,,20.2%,,,,£2.99,500g,,,,Ambient,CS13_200800,,,,0%,,,"Case of,8",£19.09,
,,,,,,,,,,,257708,,,,,,/bbimages/1/50d65645-9385-400c-b570-e81636cdc0de.jpg,,,Kellogg's Fruit 'n Fibre 750g,,,,,,,,20.2%,,,,£2.99,700g,,,,Ambient,CS13_200800,,,,0%,,,"Case of,4",£9.55,
,,,,,,,,,,,244299,,,,,,/bbimages/1/f892780b-12ed-463c-a4d7-fbc58794a8e0.jpg,,,Kellogg's Krave Chocolate Hazelnut Cereal 375g,,,,,,,,20.0%,,,,£2.99,375g,,,,Ambient,CS13_200800,,,,0%,,,"Case of,6",£14.35,
,,,,,,,,,,,234577,,,,,,/bbimages/1/7c6a9854-4a25-4db8-a8e2-a474899b3e05.jpg,,,Kellogg's Rice Krispies Cereal 510g,,,,,,,,20.0%,,,,£2.99,510g,,,,Ambient,CS13_200800,,,,0%,,,"Case of,6",£14.35,
,,,,,,,,,,,237733,,,,,,/bbimages/1/b1f0163e-18ca-4df9-9596-ac50b08f6bae.jpg,,,Kellogg's Special K Original Cereal 500g,,,,,,,,20.2%,,,,£2.99,500g,,,,Ambient,CS13_200800,,,,0%,,,"Case of,4",£9.55,
,,,,,,,,,,,236308,,,,,,/bbimages/1/726dd665-f59d-41be-8840-11641c7f9bbe.jpg,,,Kellogg's Variety 191g,,,,,,,,28.5%,,,,£2.49,190g,,,,Ambient,CS13_200800,,,,0%,,,"Case of,6",£10.69,
,,,,,,,,,,,247756,,,,,,/bbimages/1/80d374a5-e54e-4cdf-a772-49beb67ea0f6.jpg,,,Kellogg's White Choc Coco Pops 480g,,,,,,,,20.4%,,,,£2.99,480g,,,,Ambient,CS13_200800,,,,0%,,,"Case of,6",£14.29,
,,,,,,,,,,,180485,,,,,,/bbimages/1/ad0826bf-5de5-4405-b608-799594bddfc2.jpg,,,Mornflake Superfast Oats 500g,,,,,,,,37.6%,,,,£1.00,500g,,,,Ambient,CS13_200800,,,,0%,,,"Case of,12",£7.49,
,,,,,,,,,,,238333,,,,,,/bbimages/1/6b9e51c9-10cb-4cbb-b8c9-be529a50cadc.jpg,,,Quaker Oat So Simple Golden Syrup Porridge PMP 8x36g,,,,,,,,28.0%,,,,£2.29,8x27g,,,,Ambient,CS13_200800,,,,0%,,,"Case of,6",£9.89,
,,,,,,,,,,,182358,,,,,,/bbimages/1/6d9ba072-0d56-42d4-b79d-662990238735.jpg,,,Quaker Oat So Simple Golden Syrup Porridge Pot 99p PMP 57g,,,,,,,,22.4%,,,,£0.99,57g,,,,Ambient,CS13_200800,,,,0%,,,"Case of,8",£6.15,
,,,,,,,,,,,238332,,,,,,/bbimages/1/8c779e8b-6068-41d6-9f8f-c9a60008ef77.jpg,,,Quaker Oat So Simple Original Porridge £2.29 PMP 8x27g,,,,,,,,28.0%,,,,£2.29,8x27g,,,,Ambient,CS13_200800,,,,0%,,,"Case of,6",£9.89,
,,,,,,,,,,,719807,,,,,,/bbimages/1/6fe2af0e-99f3-488d-860e-7960284e1e73.jpg,,,Chef's Larder Baked Beans in a Rich Tomato Sauce 2.62kg,,,,,,,,,,,,,2.62kg,,,,Ambient,CS13_200780,,,,0%,,,"Case of,6",£13.99,
,,,,,,,,,,,239298,,,,,,/bbimages/1/353d8d10-31d6-43ab-a23d-325b7fd04e70.jpg,,,Quaker Oat So Simple Original Porridge Pot 99p PMP 45g,,,,,,,,22.4%,,,,£0.99,45g,,,,Ambient,CS13_200800,,,,0%,,,"Case of,8",£6.15,
,,,,,,,,,,,86247,,,,,,/bbimages/1/d67951c4-ec5b-4a84-a66d-db9b4bcd6e74.jpg,,,Quaker Oat So Simple Original Porridge Sachets 12x27g,,,,,,,,20.4%,,,,£2.65,324g,,,,Ambient,CS13_200800,,,,0%,,,"Case of,9",£18.99,
,,,,,,,,,,,719799,,,,,,/bbimages/1/6fe2af0e-99f3-488d-860e-7960284e1e73.jpg,,,Chef's Larder Baked Beans in a Rich Tomato Sauce 2.62kg,,,,,,,,,,,,,2.62kg,,,,Ambient,CS13_200780,,,,0%,,,,£2.59,
,,,,,,,,,,,494732,,,,,,/bbimages/1/92a0ee0a-002f-48b3-904d-b556b213bdfe.jpg,,,Chef's Larder Italian Chopped Tomatoes in a Rich Tomato Juice 2.55kg,,,,,,,,,,,,,2.55kg,,,,Ambient,CS13_200780,,,,0%,,,"Case of,6",£15.39,
,,,,,,,,,,,247225,,,,,,/bbimages/1/2cec79b4-2a21-4322-a7cd-342c005459e5.jpg,,,Ready Brek Smooth Porridge Original Oats Case 6 x 450g PMP £2.49,,,,,,,,30.1%,,,,£2.49,450g,,,,Ambient,CS13_200800,,,,0%,,,"Case of,6",£10.45,
,,,,,,,,,,,141856,,,,,,/bbimages/1/9a7be0a6-e6d3-4001-8aee-93a106840f89.jpg,,,Scott's Porage Original Porridge Oats £1.25 PMP 500g,,,,,,,,23.3%,,,,£1.25,500g,,,,Ambient,CS13_200800,,,,0%,,,"Case of,10",£9.59,
,,,,,,,,,,,494716,,,,,,/bbimages/1/92a0ee0a-002f-48b3-904d-b556b213bdfe.jpg,,,Chef's Larder Italian Chopped Tomatoes in a Rich Tomato Juice 2.55kg,,,,,,,,,,,,,2.55kg,,,,Ambient,CS13_200780,,,,0%,,,,£2.79,
,,,,,,,,,,,55258,,,,,,/bbimages/1/57d99288-d4e7-4ba4-bf01-b989f6aadb1a.jpg,,,Heinz Beanz 2.62kg,,,,,,,,,,,,,2.62kg,,,,Ambient,CS13_200780,,,,0%,,,"Case of,6",£15.49,
,,,,,,,,,,,55257,,,,,,/bbimages/1/57d99288-d4e7-4ba4-bf01-b989f6aadb1a.jpg,,,Heinz Beanz 2.62kg,,,,,,,,,,,,,2.62kg,,,,Ambient,CS13_200780,,,,0%,,,,£2.89,
,,,,,,,,,,,222278,,,,,,/bbimages/1/44cf99ab-2e30-42e1-9564-0005065b2192.jpg,,,Scott's Porage Original Porridge Oats 1kg,,,,,,,,32.1%,,,,£2.20,1kg,,,,Ambient,CS13_200800,,,,0%,,,"Case of,10",£14.95,
,,,,,,,,,,,142018,,,,,,/bbimages/1/eb93ddf8-eda2-4775-9439-4b5c20f212ce.jpg,,,Batchelors Chip Shop Style Mushy Peas 3kg,,,,,,,,,,,,,3kg,,,,Ambient,CS13_200780,,,,0%,,,"Case of,6",£28.59,
,,,,,,,,,,,123943,,,,,,/bbimages/1/eb93ddf8-eda2-4775-9439-4b5c20f212ce.jpg,,,Batchelors Chip Shop Style Mushy Peas 3kg,,,,,,,,,,,,,3kg,,,,Ambient,CS13_200780,,,,0%,,,,£4.99,
,,,,,,,,,,,222968,,,,,,/bbimages/1/9f5078e7-15ca-4f3c-a2bc-e5aa7a112d97.jpg,,,Batchelors Original Mushy Peas 3kg,,,,,,,,,,,,,3kg,,,,Ambient,CS13_200780,,,,0%,,,"Case of,6",£28.59,
,,,,,,,,,,,244809,,,,,,/bbimages/1/adb11ce7-b86b-4a7e-8b34-273b9f539d0d.jpg,,,Shredded Wheat 16 Biscuits,,,,,,,,21.4%,,,,£2.39,16s,,,,Ambient,CS13_200800,,,,0%,,,"Case of,5",£9.39,
,,,,,,,,,,,156909,,,,,,/bbimages/1/93553b4e-9acc-4cba-80bc-2517a0bd4aba.jpg,,,Shredded Wheat Cereal 30 Biscuits,,,,,,,,25.2%,,,,£3.85,30s,,,,Ambient,CS13_200800,,,,0%,,,"Case of,10",£28.79,
,,,,,,,,,,,222976,,,,,,/bbimages/1/9f5078e7-15ca-4f3c-a2bc-e5aa7a112d97.jpg,,,Batchelors Original Mushy Peas 3kg,,,,,,,,,,,,,3kg,,,,Ambient,CS13_200780,,,,0%,,,,£4.99,
,,,,,,,,,,,244975,,,,,,/bbimages/1/08962c4e-e321-4905-ba88-526359c25c58.jpg,,,Cenkci Sweet Lombardi Pickled Peppers 1760g (Drained Weight 850g),,,,,,,,,,,,,1.76kg,,,,Ambient,CS13_200780,,,,0%,,,"Case of,6",£23.89,
,,,,,,,,,,,244976,,,,,,/bbimages/1/08962c4e-e321-4905-ba88-526359c25c58.jpg,,,Cenkci Sweet Lombardi Pickled Peppers 1760g (Drained Weight 850g),,,,,,,,,,,,,1.76kg,,,,Ambient,CS13_200780,,,,0%,,,,£3.99,
,,,,,,,,,,,159294,,,,,,/bbimages/1/93553b4e-9acc-4cba-80bc-2517a0bd4aba.jpg,,,Shredded Wheat Cereal 30 Biscuits,,,,,,,,35.3%,,,,£3.85,30s,,,,Ambient,CS13_200800,,,,0%,,,,£2.49,
